SN,ANLN1,ANLN2,AUFNR,AUGBL,AUGDT,BELNR,BSCHL,BTYPE,BUKRS,BUZEI,DMBTR,EBELN,EBELP,ETYPE,GJAHR,HBKID,HKONT,KOART,KOKRS,KOSTL,KTOSL,KUNNR,LIFNR,MATNR,MWSKZ,POSN2,PRCTR,SGTXT,SHKZG,UMSKZ,VBEL2,VBELN,VORGN,WERKS,XANET,XAUTO,XINVE,XOPVW,XSAUF,XSERG,XSKST,XSPRO,XUMAN,XUMSW,XZAHL
114,            ,    ,            ,          ,0,100000017,50,  ,1000,2,100,          ,0,   ,2022,     ,399999,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
115,            ,    ,            ,          ,0,100000017,50,  ,1000,3,750,          ,0,   ,2023,     ,499998,S,1000,Z4231     ,   ,          ,          ,                  ,  ,0,1010,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
116,            ,    ,            ,          ,0,100000017,50,  ,1198,2,1000000,          ,0,   ,2022,     ,199990,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,ZUGA,    , , , ,X, , , , , , ,X
117,            ,    ,            ,          ,0,100000018,40,  ,1000,2,100,          ,0,   ,2022,     ,399999,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , ,X, ,X, , , , , , ,
118,            ,    ,            ,          ,0,100000018,50,  ,1000,1,100,          ,0,   ,2022,     ,79100,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , , , , , , , , ,X
119,            ,    ,            ,          ,0,100000018,50,  ,1000,1,750,          ,0,   ,2023,     ,499998,S,1000,Z4230     ,   ,          ,          ,                  ,  ,0,1010,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
120,            ,    ,            ,          ,0,100000018,50,  ,1198,2,30000,          ,0,   ,2022,     ,199990,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,ZUGA,    , , , ,X, , , , , , ,X
121,            ,    ,            ,          ,0,100000019,40,  ,1198,1,10000,          ,0,   ,2022,     ,113940,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,saldo inicial                                     ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
122,            ,    ,            ,          ,0,100000019,40,  ,1545,2,3300,          ,0,   ,2022,     ,11001000,S,1545,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,X
123,            ,    ,            ,          ,0,100000019,50,  ,1000,2,60,          ,0,   ,2023,     ,499999,S,1000,          ,   ,          ,          ,                  ,  ,0,9999,作業計画                                              ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
124,            ,    ,            ,          ,0,100000020,40,  ,1000,2,100,          ,0,   ,2022,     ,399999,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , ,X, , , , , , ,
125,            ,    ,            ,          ,0,100000020,40,  ,1198,1,10000,          ,0,   ,2022,     ,113940,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
126,            ,    ,            ,          ,0,100000020,40,  ,1545,1,500,          ,0,   ,2022,     ,11001000,S,1545,          ,   ,          ,          ,                  ,  ,0,          ,/ 3646 / REMESA CUENTA CORRIENTE / / /            ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
127,            ,    ,            ,          ,0,100000020,50,  ,1000,1,100,          ,0,   ,2022,     ,79100,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , , , , , , , , ,X
128,            ,    ,            ,          ,0,100000020,50,  ,1000,2,4500,          ,0,   ,2023,     ,499998,S,1000,4130,   ,          ,          ,                  ,  ,0,1400,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
129,            ,    ,            ,          ,0,100000020,50,  ,1198,2,10000,          ,0,   ,2022,     ,113949,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
130,            ,    ,            ,          ,0,100000021,40,  ,1000,2,100,          ,0,   ,2022,     ,399999,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , ,X, , , , , , ,
131,            ,    ,            ,          ,0,100000021,40,  ,1000,4,6060,          ,0,   ,2023,     ,793000,S,1000,          ,   ,          ,          ,                  ,  ,0,1010,ORD 702765                                        ,S, ,          ,          ,KOAE,1000, , , , , , , , , , ,
132,            ,    ,            ,          ,0,100000021,40,  ,1545,1,1500,          ,0,   ,2022,     ,11001000,S,1545,          ,   ,          ,          ,                  ,  ,0,          ,/ 3646 / DEPOSITO SANTOS / / /                    ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
133,            ,    ,            ,          ,0,100000021,50,  ,1000,1,100,          ,0,   ,2022,     ,79100,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , , , , , , , , ,X
134,            ,    ,            ,          ,0,100000021,50,  ,1000,3,6060,          ,0,   ,2023,     ,893000,S,1000,          ,   ,          ,          ,                  ,  ,0,1010,ORD 702765                                        ,H, ,          ,          ,KOAE,1000, , , , , , , , , , ,X
135,            ,    ,            ,          ,0,100000021,50,  ,1198,1,10000,          ,0,   ,2022,     ,113940,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,saldo inicial                                     ,H, ,          ,          ,RFBU,    , , , , , , , , , , ,
136,            ,    ,            ,          ,0,100000021,83,  ,1000,2,21500,          ,0,   ,2023,     ,231500,S,1000,          ,PRD,          ,          ,Z03-1F1           ,  ,0,1010,ORD 702765                                        ,S, ,          ,          ,KOAE,1000, , , , , , , , , , ,
137,            ,    ,            ,          ,0,100000022,40,  ,1000,1,100,          ,0,   ,2022,     ,79100,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
138,            ,    ,            ,          ,0,100000022,40,  ,1198,1,5000,          ,0,   ,2022,     ,113940,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
139,            ,    ,            ,          ,0,100000022,40,  ,1545,1,3000,          ,0,   ,2022,     ,11001000,S,1545,          ,   ,          ,          ,                  ,  ,0,          ,/ 3646 / REMESA CUENTA CORRIENTE / / /            ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
140,            ,    ,            ,          ,0,100000022,50,  ,1000,1,500,          ,0,   ,2023,     ,499998,S,1000,Z4231     ,   ,          ,          ,                  ,  ,0,1010,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
141,            ,    ,            ,          ,0,100000022,50,  ,1000,2,100,          ,0,   ,2022,     ,399999,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
142,            ,    ,            ,          ,0,100000022,50,  ,1000,3,750,          ,0,   ,2023,     ,499998,S,1000,Z4231     ,   ,          ,          ,                  ,  ,0,1010,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
143,            ,    ,            ,          ,0,100000022,50,  ,1198,2,5000,          ,0,   ,2022,     ,113945,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
144,            ,    ,            ,          ,0,100000023,1,  ,1198,1,10000,          ,0,   ,2022,     ,140000,D,1000,          ,   ,NEW01     ,          ,                  ,99,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , ,X, , , , , ,X,
145,            ,    ,            ,          ,0,100000023,40,  ,1000,1,100,          ,0,   ,2022,     ,79100,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
146,            ,    ,            ,          ,0,100000023,40,  ,1545,1,5000,          ,0,   ,2022,     ,11001000,S,1545,          ,   ,          ,          ,                  ,  ,0,          ,/ 3646 / REMESA CUENTA CORRIENTE / / /            ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
147,            ,    ,            ,          ,0,100000023,50,  ,1000,1,750,          ,0,   ,2023,     ,499998,S,1000,Z4230     ,   ,          ,          ,                  ,  ,0,1010,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
148,            ,    ,            ,          ,0,100000023,50,  ,1000,2,100,          ,0,   ,2022,     ,399999,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
149,            ,    ,            ,          ,0,100000023,50,  ,1198,2,10000,          ,0,   ,2022,     ,176000,S,1000,          ,   ,          ,          ,                  ,99,0,          ,                                                  ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
150,            ,    ,            ,          ,0,100000024,1,  ,1198,1,2000,          ,0,   ,2022,     ,140000,D,1000,          ,   ,NEW01     ,          ,                  ,99,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , ,X, , , , , ,X,
151,            ,    ,            ,          ,0,100000024,40,  ,1000,1,100,          ,0,   ,2022,     ,79100,S,1000,          ,   ,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
